name,country,contact_person,email,products,division
Henan Xinxin Silicon Alloy Co.Ltd.,China,"86-372-5375259
86-18624885692
86-15544005657","judy@ferrosialloy.com    lisa@ferrosialloy.com
vicky@ferrosialloy.com",FESI,ORES AND ALLOYS
Henan Yunzhao Metal Material Co.Ltd ,China,86 13460953795,yaokun010@outlook.com,"
FESI, CASI, FESI MAGNESIUM, INOCULANT, LCFECR, ALLOY CORED WIRE, FE BORON, SIMN, FEMN, SILICON BRIQUETTE, SILICON CARBON ALLOY, SILICON SLAG, OFFGRADE SILICON, NITRIDE FERRO CHROME, NITRIDE FERRO SILICON, NITRIDE VANADIUM, NITRIDE MANGANESE, SEMI-COKE, COAL INJECTION, COKE FUEL, RECARBURIZER, SILICON METAL, MANGANESE METAL, MAGNESIUM METAL, CALCIUM METAL",ORES AND ALLOYS
"Heze Hengtai Alloy Materials Co., Ltd",China,86-15154435208,victor.yu@fesi-alloys.com,FESI,ORES AND ALLOYS
"HK WSM STEEL SERVICE CO. , LIMITED",China,86 155 151 00024,sale@wsm-stlsvc.com,"
FESIMG, FESIBA, FESISR, FESI, FESIMNBA, CORED WIRE, CASI, SILICON METAL POWDER, SILICON METAL, ELECTROLYTIC MANGANESE, ANTIMONY INGOT, MISCHMETAL, FERRO CHROME, FES, MG INGOT, GRAPHITE PETROLEUM COKE, SILICON CARBIDE",ORES AND ALLOYS
HONGXI METALLURGY COMPANY LIMITED  ,China,"86-18567898496  
86-15086839676","anson@hongxi-group.com
robbin@hongxi-group.com.","SILICON METAL,
FESI,CASI, 
SIC, 
FEMO,
HC SILICON,
FECR
",ORES AND ALLOYS
"HWA Seng Trading(Ningxia) Co., Ltd",China ,86-15109516501,clarkjia@hwa?seng.com,"
FESI, FECR, FESIMN, HIGH CARBON SILICON, CHROMIUM SILICON, ZIRCONIUM SILICON, CALCIUM SILICON, CARBON ADDITIVE, BARIUM SILICON, SILICON ALUMINUM, CALCIUM SILICON BARIUM, CALCIUM SILICON BARIUM ALUMINUM, CALCIUM SILICON MANGANESE, FERRO SILICON BRIQUETTES, FERRO SILICON SLAG, SILICON BALL, SILICON CARBIDE BALL",ORES AND ALLOYS
"Inner Mongolia Jinzhong Chemical Co., Ltd",China,86-17331026089,vivian@jinzhongchem.com,FESI,ORES AND ALLOYS
Kang Xin International Trading Pte.Ltd.,China," +86 15515000909  
86 17337269153",hannah@msumt.com   smily@msumt.com,"FESI,CASI",ORES AND ALLOYS
Lanzhou Sunrising Ferroalloys Co.Ltd ,China,"8618919127224        
86 18919106734 
86-18919106247 
86-18919972320"," info@westfesi.com 
sales@westfesi.com 
sale@westfesi.com
sell@westfesi.net","FESI, CASI, SILICON BRIQUETTE, HIGH CARBON SILICON, SILICON METAL, SILICON CARBIDE, SILICON MANGANESE",ORES AND ALLOYS
"Million Link (Tianjin) International Trade Co., Ltd",China,"186-22543399
86-18902117716
86-18602652398","anthony@millionlink.com
nataliefeng@millionlink.com
luna@millionlink.com","FESI, CASI, HCFECR, SILICON CHROME, SIMN, LCFECR, FEMN, HCFESI, LOW SILICON FERRO SILICON, LOW ALUMINUM FERRO SILICON, HIGH PURITY FERRO SILICON, STANDARD FERRO SILICON",ORES AND ALLOYS
New Sail Ferroalloy,China,"86 166 3835 9670
86-15236598899","jennywu@ns-ferroalloy.com
louisxu@ns-ferroalloy.com",FESI,ORES AND ALLOYS
"Ningxia Fangtuo Metal Materials Co.,LTD",China,86-13995123098    ,sales@fangtuometal.com,"FESI,CAL-SIL",ORES AND ALLOYS
"Shaanxi Zenith I/E Co.,Ltd.",China,86 -18706806774,business01@raws.vip,"SILICON METAL,
MANGANESE METAL,
SILICON CARBIDE, ",ORES AND ALLOYS
Shanghai Delong Steel Group Marketing Center,China,86-13072080539,yxzxhj@detiandnts.com,"
INOCULANT, CORED WIRE, FERRO SILICON/RARE EARTH FERRO SILICON, FERRO SILICON CALCIUM, CALCIUM METAL, CALCIUM ALUMINUM ALLOY, CALCIUM MAGNESIUM ALLOY, MAGNESIUM METAL INGOT, CERIUM MISCHMETAL, STRONTIUM METAL, MANGANESE METAL, FERRO SILICON MANGANESE, SILICON CARBIDE, SILICON METAL, FESIBA",ORES AND ALLOYS
"Shanxi Chengzhou Industrial & Trading Co., Ltd",China,86-19335928806,melody@qizhenmetal.com,,ORES AND ALLOYS
"Shijiazhuang Mining Imp & Exp Trade Co., Ltd",China,86-139 3189 1339,Cathy@sjzmining.com,FESI,ORES AND ALLOYS
"Sinogu Industry Co., Ltd
Yuanjin Industria Ltd
Erdos Xijing Mining and Metallurgy Limited.",China,86-15807711280,sales@sinogu.com,FESI,ORES AND ALLOYS
TCGTrading Co Ltd,China,+86 158 5927 9580,"janetcg@163.com 
zhiyong@sitcg.cn","
FESI, FERRO SILICON BRIQUETTE, SILICON CARBIDE, SIMN, SILICON METAL, ELECTROLYTIC MANGANESE METAL FLAKE, FEMN, LCFECR",ORES AND ALLOYS
"Tengda Northwest Ferroalloy Co., Ltd",China,86  13993153517,llccbb6317@163.com,FESI,ORES AND ALLOYS
"Wanfeng Industry Co., Ltd",China,"86-18567408888
86-18567409999",02@wfalloy.com,"METAL MAGNESIUM,
FERROALLOY,
SILICON POWDER, 
COKE
",ORES AND ALLOYS
"Wude Group Co. Ltd                               (GANSU MRG CO.,LTD)",China,"86-931-8728480  
86-18919055564","markguoo@gmail.com
info@cnmrg.com 
kim@cnmrg.com
",FESI,ORES AND ALLOYS
Xiamen ITG Group Corp Ltd,China,"86-15750730075 
86 18559276695","liuwx@itg.com.cn
xieyuxin@itg.com.cn","FERRO SILICON,
RARE FERRO SILICON MAGNESIUM,
FERRO SILICON CALCIUM,
FERRO SILICON BARIUM CALCIUM,
FERRO SILICON ALUMINUM,
INOCULANT,
MAGNESIUM INGOT,
SILICON METAL,
SILICON CARBIDE",ORES AND ALLOYS
"Xi'an Qinli Alloy & Material Technology Co., Ltd",China,"86- 15353621407
86- 18700856936",sales2@qinlialloys.com,,ORES AND ALLOYS
Xinhao Group (jyoti mam ask for check first),China,,huweisi@huahengfan.com,FESI,ORES AND ALLOYS
Xinlongsen Metallurgical Material Co.Ltd,China,86 16692774500,galen@ayxlsyj.com,"SILICON METAL,
SILICON METAL POWDER,
HIGH CARBON SILICON,
CALCIUM SILICON,
FERRO SILICON,
MANGANESE METAL LUMP FERRO SILICO AIUMINUM,
MANGANESE METAL BALL 97% ELECTROLYTIC MANGANESE FLAKES,
MAGNESIUM IGNOT",ORES AND ALLOYS
"Xiamen jcx import and export co., Ltd",China,86-13666033459,emily@jcx-siliconmetal.com,,ORES AND ALLOYS
"Xi'an Top Metal Import & export Co., Ltd",China,86 18091075771,"shilly_sharing@163.com
shilly.wan@shinny-metal.com",,ORES AND ALLOYS
"Henan Yunzhao Metal Material Co., Ltd",China,,yaokun1112@outlook.com,,ORES AND ALLOYS
CHENGGANG METAL,China,"86 18595820336
86-16603725657
86-13027597815
86-18790854655","iris@ferrosialloy.com;
vicky@ferrosialloy.com;
cathy@ferrosialloy.com;
jenny@ferrosialloy.com;",,ORES AND ALLOYS
"Foosoon Trading Co., Ltd",China ,"86-15603722230
86-16668336325","admin@foosoonhk.com;
sale@foosoonhk.com",,ORES AND ALLOYS
"Qingdao Uelion International Trade Co., Ltd",China ,86-18563965020,ue02@uelion-resources.com,,ORES AND ALLOYS
Krishnendu Mukherjee,Zambia,,"sales@championalloys.com;
prianka@championalloys.com",,ORES AND ALLOYS
