name,country,contact_person,email,products,division
"Henan Guorui Metallurgical Refractories Co,. Ltd ( Hongxi Industrial Co,. Ltd)",China,86-18317777489,grmetallurgy6@gmail.com,"FeSi
CaSi
SiMn
FeMn Alloy 
Briquette Carbon FeSiBa
FeSiMg
HC Silicon
Metal Si",ORES AND ALLOYS
"Henan Hengqiang Metallurgical Co., Ltd.",China,"86-18003725336
86-15083009800",hsalloy@hotmail.com tony@ayhsyn.com ,"Ferro Alloys:-
Carbon Additive
Silicon Carbide 
calcium aluminate
Ferro Silicon
Ferro Chromium
Barium Silicon
Silicon Aluminum
Calcium Silicon Barium 
Calcium Silicon Barium Aluminum
Calcium Silicon Manganese
High Carbon Silicon
Silicon Metal
Nodulizer:-
Ferro Silicon Magnesium
High Magnesium
Inoculent:-
Calcium Silicon Barium
Zirconium Silicon
Deoxidizer:-
Aluminium Ball
Steel Aluminium
Aluminium Scrap
Aluminium Cake
Calcium Metal Grains
Pure Calcium Cored Wire
Alloy Briquettes:-
Ferro Silicon Briquettes
Silicon Ball
Silicon Carbide ball
Alloy Slag:-
Silicon Slag
Ferro Silicon Slag
Magnese- Rich Slag
Cored Wire",ORES AND ALLOYS
"Henan Transtrong Casting Material Co., Ltd",China,86-15737211113,joyce@hncczz.com,"Ferro Silicon
Ferro Chrome
Inoculants ( FeSiBa, FeSiAl, FeSiZr, CaSiBa, etc manufacturer)
Nodulants ( FeSiMg manufacturer)
Silicon Carbide
Carbon Raiser(GPC, CPC, CAC)
Cored Wire etc.",ORES AND ALLOYS
Henan Xinxin Silicon Alloy Co.Ltd.,China,"86-372-5375259
86-18624885692
86-15544005657","judy@ferrosialloy.com    lisa@ferrosialloy.com
vicky@ferrosialloy.com",FESI,ORES AND ALLOYS
Henan Yunzhao Metal Material Co.Ltd ,China,86 13460953795,yaokun010@outlook.com,"FESI 72,75,75LowAl
Cal-sil
FESI Magnesium
inoculant
LCFECR
Alloy cored wire
FE Boron
SIMN65/17 & 60/14
Low/Med/High FEMN
Silicon Briquette
Silicon Carbon Alloy
Silicon Slag
Offgrade Silicon
Nitride Ferro Chrome
Nitride Ferro Silicon
Nitride Vanadium
Nitride Manganese
Semi-Coke
Coal Injection
Coke Fuel
Recarburizer
Silicon Metal
Manganese Metal
Magnesium Metal
Calcium Metal",ORES AND ALLOYS
"Heze Hengtai Alloy Materials Co., Ltd",China,86-15154435208,victor.yu@fesi-alloys.com,Fesi,ORES AND ALLOYS
"HK WSM STEEL SERVICE CO. , LIMITED",China,86 155 151 00024,sale@wsm-stlsvc.com,"Currently we supply nodularizer and inoculants only

Nodulants- FeSiMg
Inoculants- FeSiBa, FeSiSr, FeSi, FeSiMnBa
Cored Wire- 
CaSi
Silicon Metal Powder
Silicon Metal
Electrolytic Manganese
Antimony Ingot
Mischmetal
Ferro Chrome
FeS
Mg Ingot
Graphite Petroleum Coke
Silicon Carbide",ORES AND ALLOYS
HONGXI METALLURGY COMPANY LIMITED  ,China,"86-18567898496  
86-15086839676","anson@hongxi-group.com
robbin@hongxi-group.com.","Silicon Metal 553/441 
Ferro Silicon75/72/70/65
CaSi 
SiC 88 
FeMo 60
HC Silicon
Low Carbon FerroChrome 
",ORES AND ALLOYS
"HWA Seng Trading(Ningxia) Co., Ltd",China ,86-15109516501,clarkjia@hwa?seng.com,"Ferro Silicon
Ferro Chromium
Ferro Silicon Magnesium
High Carbon Silicon
Chromium Silicon
Zirconium Silicon
Calcium Silicon
Carbon Additive
Barium Silicon
Silicon Aluminum
Calcium Silicon Barium
Calcium Silicon Barium Aluminum
Calcium Silicon Manganese
Ferro Silicon Briquettes
Ferro Silicon Slag
Silicon Ball
Silicon Carbide Ball",ORES AND ALLOYS
"Inner Mongolia Jinzhong Chemical Co., Ltd",China,86-17331026089,vivian@jinzhongchem.com,Fesi,ORES AND ALLOYS
Kang Xin International Trading Pte.Ltd.,China," +86 15515000909  
86 17337269153",hannah@msumt.com   smily@msumt.com,FESI/Cal-sil,ORES AND ALLOYS
Lanzhou Sunrising Ferroalloys Co.Ltd ,China,"8618919127224        
86 18919106734 
86-18919106247 
86-18919972320"," info@westfesi.com 
sales@westfesi.com 
sale@westfesi.com
sell@westfesi.net","FESI
Cal-sil
Silicon Briquette
High carbon Silicon
silicon metal
silicon carbide
silicon manganese",ORES AND ALLOYS
"Million Link (Tianjin) International Trade Co., Ltd",China,"186-22543399
86-18902117716
86-18602652398","anthony@millionlink.com
nataliefeng@millionlink.com
luna@millionlink.com","FESI
Cal-sil
HCFECR
Silicon chrome
SIMN
LCFECR
FEMN
HCFESI
Low Silicon Ferro Silicon
Low Aluminum Ferro Silicon
High Purity Ferro Silicon 
Standard Ferro Silicon",ORES AND ALLOYS
New Sail Ferroalloy,China,"86 166 3835 9670
86-15236598899","jennywu@ns-ferroalloy.com
louisxu@ns-ferroalloy.com",Fesi,ORES AND ALLOYS
"Ningxia Fangtuo Metal Materials Co.,LTD",China,86-13995123098    ,sales@fangtuometal.com,FESI/Cal-sil,ORES AND ALLOYS
"Shaanxi Zenith I/E Co.,Ltd.",China,86 -18706806774,business01@raws.vip,"Silicon metal,
manganese metal,
silicon carbide, ",ORES AND ALLOYS
Shanghai Delong Steel Group Marketing Center,China,86-13072080539,yxzxhj@detiandnts.com,"Inoculant
Cored Wire
Ferro Silicon/ Rare Earth Ferro Silicon
Ferro Silicon Calcium
Calcium Metal
Calcium Aluminum Alloy
Calcium Magnesium Alloy
Magnesium Metal Ingot
Cerium Mischmetal
Strontium Metal
Manganese Metal
Ferro Silicon Manganese
Silicon Carbide
Silicon Metal
FESIBA",ORES AND ALLOYS
"Shanxi Chengzhou Industrial & Trading Co., Ltd",China,86-19335928806,melody@qizhenmetal.com,,ORES AND ALLOYS
"Shijiazhuang Mining Imp & Exp Trade Co., Ltd",China,86-139 3189 1339,Cathy@sjzmining.com,Fesi,ORES AND ALLOYS
"Sinogu Industry Co., Ltd
Yuanjin Industria Ltd
Erdos Xijing Mining and Metallurgy Limited.",China,86-15807711280,sales@sinogu.com,FESI,ORES AND ALLOYS
TCGTrading Co Ltd,China,+86 158 5927 9580,"janetcg@163.com 
zhiyong@sitcg.cn","FESI75-60%
Ferro silicon briquette
Silicon carbide
SIMN60/14 &65/17
silicon metal2202/3303 /553/441
Electrolytic Manganese Metal Flake 
Lo/Med/High FEMN
LCFECR",ORES AND ALLOYS
"Tengda Northwest Ferroalloy Co., Ltd",China,86  13993153517,llccbb6317@163.com,Fesi,ORES AND ALLOYS
"Wanfeng Industry Co., Ltd",China,"86-18567408888
86-18567409999",02@wfalloy.com,"metal magnesium
Ferroalloy 
silicon powder 
coke
",ORES AND ALLOYS
"Wude Group Co. Ltd                               (GANSU MRG CO.,LTD)",China,"86-931-8728480  
86-18919055564","markguoo@gmail.com
info@cnmrg.com 
kim@cnmrg.com
",FESI,ORES AND ALLOYS
Xiamen ITG Group Corp Ltd,China,"86-15750730075 
86 18559276695","liuwx@itg.com.cn
xieyuxin@itg.com.cn","Ferro Silicon
Rare Ferro Silicon Magnesium
Ferro Silicon Calcium
Ferro Silicon Barium Calcium
Ferro Silicon Aluminum
Inoculant
Magnesium Ingot
Silicon Metal
Silicon Carbide",ORES AND ALLOYS
"Xi'an Qinli Alloy & Material Technology Co., Ltd",China,"86- 15353621407
86- 18700856936",sales2@qinlialloys.com,,ORES AND ALLOYS
Xinhao Group (jyoti mam ask for check first),China,,huweisi@huahengfan.com,Fesi,ORES AND ALLOYS
Xinlongsen Metallurgical Material Co.Ltd,China,86 16692774500,galen@ayxlsyj.com,"Silicon Metal
Silicon Metal Powder
High Carbon Silicon 
Calcium Silicon
Ferro silicon
Manganese Metal Lump Ferro silico aIuminum
Manganese Metal Ball 97% Electrolytic Manganese Flakes
Magnesium Ignot",ORES AND ALLOYS
"Xiamen jcx import and export co., Ltd",China,86-13666033459,emily@jcx-siliconmetal.com,,ORES AND ALLOYS
"Xi'an Top Metal Import & export Co., Ltd",China,86 18091075771,"shilly_sharing@163.com
shilly.wan@shinny-metal.com",,ORES AND ALLOYS
"Henan Yunzhao Metal Material Co., Ltd",China,,yaokun1112@outlook.com,,ORES AND ALLOYS
CHENGGANG METAL,China,"86 18595820336
86-16603725657
86-13027597815
86-18790854655","iris@ferrosialloy.com;
vicky@ferrosialloy.com;
cathy@ferrosialloy.com;
jenny@ferrosialloy.com;",,ORES AND ALLOYS
"Foosoon Trading Co., Ltd",China ,"86-15603722230
86-16668336325","admin@foosoonhk.com;
sale@foosoonhk.com",,ORES AND ALLOYS
"Qingdao Uelion International Trade Co., Ltd",China ,86-18563965020,ue02@uelion-resources.com,,ORES AND ALLOYS
Krishnendu Mukherjee,Zambia,,"sales@championalloys.com;
prianka@championalloys.com",,ORES AND ALLOYS
